Text,Question
I am telling you Dushkins story,0
eh?,1
Then  the idea struck me too that you wanted to test her to see whether  when she found it she would come to thank you,0
All this happened yesterday  evening,0
This confession drove her to frenzy but yet she seems in a way to have  liked my brutal frankness,0
He was in the hospital from the middle of Lent till after Easter,0
All his other  gifts came to him from nature this he won for himself and through it he  became great,0
Who is King in Alley Oop s home of Moo,1
What s the term for an organism that lives on or in another,1
And I too made ready,0
eh!,0
Why I was telling you last night what I think  about all such ceremonies,0
What is yohimbine,1
He looked up it was the head clerk  Zametov looking just the same with the rings on his fingers and the  watch-chain with the curly black hair parted and pomaded with the  smart waistcoat rather shabby coat and doubtful linen,0
Damn it all!,0
What currency is used in Australia,1
How many bottles of wine were prisoners in the Bastille allowed per day,1
Then will you make my apologies to her?,1
You are lying all the while he cried I dont know your object  but you are lying,0
Do you know sir do you know I have sold her very  stockings for drink?,1
This is what it is she began in haste as though the permission to  speak of her trouble lifted a weight off her mind,0
What a busybody you are!,0
He  started and moved back,0
Looking at him carefully and ascertaining that he was not  asleep she set the candle on the table and began to lay out what she  had brought--bread salt a plate a spoon,0
CHAPTER IV    Raskolnikov went straight to the house on the canal bank where Sonia  lived,0
What is pandoro,1
Good-bye Dounia,0
Ill choose a great bush there drenched with rain  so that as soon as ones shoulder touches it millions of drops drip on  ones head,0
Her fancies were sometimes very strange,0
From the landlady eh?,1
Heres a chair thread your way in!,0
Suffer!,0
What did the Confederate Constitution say about slavery,1
Raskolnikov joined the throng of  women who were talking in husky voices,0
What country s northernmost city is Darwin,1
When were fish first believed to be found on earth,1
Because I am not offended at the rudeness of your questions?,1
I am a man because I err!,0
What John Steinbeck novel portrays the Joad family  driven from the Oklahoma dustbowl,1
No my boy youre too clever,0
How do you write a book report,1
How do I stop background noise in a car stereo,1
Will you go will you go?,1
If you are convinced you ought,0
Dont be angry with  me Rodya for welcoming you so foolishly with tears: I am laughing not  crying,0
What was the Great Britain population from 1699-172,1
How much does it cost  average or whatever is available  to produce and send junk mail catalogues in the US,1
Ive sent for a doctor he kept assuring Katerina Ivanovna dont be  uneasy Ill pay,0
But I did not see Dmitri with him then,0
Which soft drink does Madonna advertise for,1
Porfiry Petrovitch also rose,0
They rushed to pick him up they put him on the sofa; but he  was dying,0
What is the life expectancy of an elephant,1
Of course she does not deserve to live remarked the officer but  there it is its nature,0
At least it seems so,0
Yes I am giddy,0
What is a bone marrow transplant meant for,1
Yes Andrey Semyonovitch Lebeziatnikov a clerk in the Ministry,0
And would such a dream ever be permissible to  him Razumihin?,1
Because I was drinking,0
I present  myself--a landowner a widower of a well-known name with connections  with a fortune,0
Now drops of  rain flew in at the window from the trees and bushes; it was dark as  in a cellar so that he could only just make out some dark blurs of  objects,0
Razumihin and Raskolnikov were facing Pulcheria Alexandrovna Razumihin  was next to Luzhin and Raskolnikov was beside his sister,0
He shook the blanket and suddenly a mouse jumped out on the sheet,0
What is the origin of the name ` Scarlett,1
The second time he bowed down in the Hay Market he  saw standing fifty paces from him on the left Sonia,0
Arent you half expiating your crime by facing the suffering?,1
I thought it was Luzhins present observed Raskolnikov,0
but I dont really want lessons,0
But you are a different matter there is life waiting for you,0
How many syllables are there in a line of hendecasyllabic poetry,1
Official duty is one thing but,0
Will you eat it or not?,1
I could never have believed that I could  be moved to such a frenzy,0
Fancy we ran here almost straight from the train to embrace  you and that woman--ah here she is!,0
said the head clerk to Raskolnikov,0
What about?,1
Has she  gone out?,1
He was flushed,0
Lebeziatnikov would have gone on but Sonia who had heard him almost  breathless snatched up her cloak and hat and ran out of the room  putting on her things as she went,0
Calm yourself,0
How do you know?,1
If you had anything on  your conscience you certainly ought to insist that you were delirious,0
Moreover in order to understand any man one must be  deliberate and careful to avoid forming prejudices and mistaken ideas  which are very difficult to correct and get over afterwards,0
Well he does!,0
She seemed  to me in other things with all her excellent qualities of a somewhat  high-flown and romantic way of thinking,0
he asked himself in perplexity,0
asked Razumihin following him on to the stairs,0
He had finished counting the money  and was putting it away,0
Porfiry Petrovitch went on looking round the room,0
I  am not going to see them,0
